key;title;isbn13;language_code;publication_date;publisher_id;book_ids
2045;Elbow Room: The Varieties of Free Will Worth Wanting;9780262540421;eng;1984-11-21;1274;1602
2046;Theory of Colours;9780262570213;eng;1970-03-15;1274;1901,4205
2047;An Odyssey in Learning and Perception;9780262571036;eng;1994-02-03;312;2339
2048;Pop Internationalism;9780262611336;eng;1997-02-24;1274;6738
2049;Development  Geography  and Economic Theory;9780262611350;eng;1997-08-21;1274;6738
2050;Inattentional Blindness;9780262632034;en-US;2000-07-24;312;543,3493
2051;Learnability and Cognition: The Acquisition of Argument Structure;9780262660730;eng;1991-08-28;312;3635,8317
2052;Turtles  Termites  and Traffic Jams: Explorations in Massively Parallel Microworlds;9780262680936;eng;1997-01-22;312;6287
2053;The Invisible Heart: An Economic Romance;9780262681353;eng;2002-02-22;1274;7769,7777
2054;Swimming Upstream: Collaborative Approaches to Watershed Management;9780262693196;eng;2005-04-29;1956;555,5713,5808,6698,9012,9190
2055;Looking Awry: An Introduction to Jacques Lacan through Popular Culture;9780262740159;eng;1992-09-08;1274;8114
2056;The Puppet and the Dwarf: The Perverse Core of Christianity;9780262740258;eng;2003-08-29;1956;8114
2057;The Baby Emergency (Tennengarrah Clinic #1);9780263181494;eng;2004-06-01;1264;1093
2058;Treatise on Happiness;9780268018498;eng;1984-01-01;2060;4244,8575
2059;Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives;9780273704744;eng;2006-05-15;745;7929
2060;The Heights of Courage: A Tank Leader's War on the Golan;9780275942694;eng;1992-02-28;1589;618
2061;C. S. Lewis: Life  Works  and Legacy;9780275991166;eng;2007-04-30;1588;972,1998
2063;Lost World of Agharti: The Mystery of Vril Power;9780285633148;eng;1996-03-21;1863;151
2064;Zero: The Biography of a Dangerous Idea;9780285635944;eng;2000-10-12;1863;1237
2065;The Wanderer;9780285647879;eng;2001-04-30;436;3126,4978,6551
2066;The Burning Plain and Other Stories;9780292701328;en-US;1971-01-01;2065;2915,4616,4922
2067;The Book of Merlyn: The Unpublished Conclusion to The Once & Future King;9780292707184;eng;1977-09-01;2066;8453
2068;100 Love Sonnets;9780292760288;eng;1986-01-01;2065;6592,8256
2069;Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West;9780295976914;eng;1999-09-01;2069;1065
2070;The Art of the Ridiculous Sublime: On David Lynch's Lost Highway;9780295979250;eng;2000-04-01;2069;5551,8114
2071;Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement;9780295979847;en-US;2000-06-01;2069;1508,5248
2072;Historical Atlas of Central Europe (History of East Central Europe  Vol. 1);9780295981468;en-US;2002-08-01;2069;6755
2073;Inside Himalaya;9780297843702;en-GB;2005-01-31;2181;706,6147
2074;Mark Twain's Own Autobiography: The Chapters from the North American Review;9780299125400;eng;1990-10-01;2070;5749,6103
2076;Psychoanalysis and Religion;9780300000894;en-US;1959-09-10;2233;2540,9212
2077;The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus;9780300044881;eng;1989-09-10;2232;7011,7183
2078;The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867;9780300062908;eng;1995-02-22;2232;1550
2079;The Changing Status of the Artist;9780300077421;eng;1999-03-01;2232;2468,4960,6467
2080;Ferdydurke;9780300082401;eng;2000-08-11;2232;1636,9134
2082;Sonnets;9780300085068;eng;2000-07-11;2232;639,6766,8178
2083;Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist;9780300090956;eng;2001-08-11;2232;5208,5795
2084;The Social Contract and The First and Second Discourses;9780300091410;eng;2002-02-08;2232;1484,1729,3024,3940,7536,8377
2085;Dreaming in Pictures: The Photography;9780300091694;eng;2002-08-11;2232;2161,5236
2086;Art and Beauty in the Middle Ages;9780300093049;en-US;2002-02-08;2232;3400,8793
2087;Long Day's Journey into Night;9780300093056;eng;2002-02-08;2232;2588,3196
2088;Marcel Proust: A Life;9780300094008;eng;2002-02-08;2232;9035
2089;How Democratic Is the American Constitution?;9780300095241;en-US;2003-11-10;2232;7412
2090;The Voices of Morebath: Reformation and Rebellion in an English Village;9780300098259;eng;2003-08-11;2232;2215
2091;The Stranger from Paradise: A Biography of William Blake;9780300100303;eng;2003-04-10;1455;2788
2093;Benjamin Franklin;9780300101621;eng;2003-08-11;2232;2248
2094;Manliness;9780300106640;eng;2006-03-11;2232;3235
2095;Cosmos;9780300108484;eng;2005-10-10;2232;1636,9134
2096;Conversation: A History of a Declining Art;9780300110302;eng;2006-03-11;2232;8238
2097;The Wealth of Networks: How Social Production Transforms Markets and Freedom;9780300110562;eng;2006-05-16;2232;9159
2098;Cuba: A New History;9780300111149;en-GB;2005-11-11;2232;7283
2099;Writings on Art;9780300114409;eng;2006-04-28;2232;5732,6225
2100;Saul Steinberg: Illuminations;9780300115864;eng;2006-11-01;2232;1238,4199,7934
2101;Eva Hesse Drawing;9780300116182;eng;2006-12-28;2232;1141,2362
2102;The Annotated Waste Land with Eliot's Contemporary Prose;9780300119947;eng;2006-08-28;2232;5135,8458
2103;Chicago Blues: The City and the Music;9780306801457;eng;1981-08-22;482;6235,7696
2104;I Am the Blues: The Willie Dixon Story;9780306804151;en-US;1990-08-22;482;2058,9127
2105;The Complete Lyrics of Cole Porter;9780306804830;en-US;1992-08-21;482;1458,4454,7509
2106;Hannibal: Enemy Of Rome;9780306804984;eng;1992-08-22;482;5191
2107;The Collapse of the Third Republic;9780306805622;eng;1994-03-21;482;9085
2108;The Legacy of Mark Rothko;9780306807251;eng;1996-08-22;482;5157
2109;The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels;9780306808821;eng;1998-08-22;482;1222,7518
2110;Hemingway: A Biography;9780306808906;eng;1999-05-07;482;3979
2111;Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis;9780306808913;eng;1999-05-07;482;6466
2112;The Dark Side Of Genius: The Life Of Alfred Hitchcock;9780306809323;en-US;1999-08-30;482;2094
2113;The Complete Essays of Mark Twain;9780306809576;eng;2000-11-02;482;1222,5749
2114;Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War;9780306810701;en-US;2001-09-17;482;4416
2115;Afterglow: A Last Conversation With Pauline Kael;9780306812309;eng;2003-08-21;482;2677,6779
2116;Rough Magic: A Biography of Sylvia Plath;9780306812996;eng;2003-09-18;482;6699
2117;Johnny Cash;9780306813689;eng;2006-09-04;482;6171
2118;23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory;9780306814556;eng;2005-06-15;482;3070,4469
2119;I Can Fly;9780307001467;eng;2003-09-09;777;5823,7787
2120;Herbert the Timid Dragon;9780307114631;eng;1991-07-01;2186;5996
2121;Desde mi cielo;9780307209436;spa;2004-10-12;511;215,614
2123;The Deeper Meaning of Liff;9780307236012;eng;2005-04-19;1973;2142,4369
2124;Passionate Minds;9780307237200;en-US;2006-10-10;477;1722
2125;The Audacity of Hope: Thoughts on Reclaiming the American Dream;9780307237699;eng;2006-10-17;471;636
2126;The Last Boleyn;9780307237903;eng;2006-02-28;325;4746
2127;Giada's Family Dinners;9780307238276;eng;2006-04-04;411;2994,8862
2128;Island of the Blue Dolphins;9780307243164;en-US;2005-05-10;1144;7954,8474
2129;Nature Girl;9780307262998;eng;2006-11-14;57;1052
2130;The Sea;9780307263117;eng;2005-12-07;57;4215
2131;Marsha Is Only a Flower (Marsha  #2);9780307263308;eng;2000-04-01;1644;643
2132;Theft: A Love Story;9780307263711;eng;2006-05-09;57;6824
2133;Digging to America;9780307263940;eng;2006-05-02;57;467
2134;The Spy Who Barked (Adam Sharp #1);9780307264121;eng;2002-04-09;1644;2916
2135;On Truth;9780307264220;en-US;2006-10-31;1085;704,3220
2136;I Feel Bad About My Neck: And Other Thoughts on Being a Woman;9780307264558;eng;2006-08-01;1088;6516
2137;The Handmaid's Tale;9780307264602;eng;2006-10-17;655;8819
2138;The Devil's Feather;9780307264626;eng;2006-08-22;57;6271
2139;Terrorist;9780307264657;eng;2006-06-06;1085;4454
2140;Carried Away: A Personal Selection of Stories;9780307264862;eng;2006-09-26;655;213,5556
2141;We Tell Ourselves Stories in Order to Live: Collected Nonfiction;9780307264879;eng;2006-10-17;655;4137,4364
2142;Beloved;9780307264886;eng;2006-10-17;655;22
2143;The Name of the Rose (Everyman's Library (Cloth));9780307264893;en-US;2006-09-26;655;8793
2145;The Road;9780307265432;eng;2006-09-26;57;1493
2146;Whitethorn Woods;9780307265784;eng;2007-03-06;1088;5479
2147;After Dark;9780307265838;eng;2007-05-08;1088;3232,3900
2148;The Best of Wodehouse: An Anthology;9780307266613;eng;2007-06-19;655;4396,6584
2149;La conspiración de los alquimistas;9780307274113;spa;2005-03-05;511;3171
2150;Buried Child;9780307274977;eng;2006-02-14;2113;7848
2151;The Devil Wears Prada (The Devil Wears Prada  #1);9780307275554;eng;2006-05-30;88;5106
2152;Death Match;9780307275561;eng;2006-10-31;88;5259
2153;Tuesdays with Morrie;9780307275639;en-US;2007-06-29;88;6285
2154;The Talking Horse and the Sad Girl and the Village Under the Sea: Poems;9780307275691;eng;2006-04-11;2113;5698
2155;The Lighthouse (Adam Dalgliesh #13);9780307275738;eng;2006-10-10;2113;6583
2156;If Beale Street Could Talk;9780307275936;eng;2006-10-10;2113;3669
2157;Final Payments;9780307276780;eng;2006-06-06;86;5840
2158;A Million Little Pieces;9780307276902;eng;2005-09-22;88;3704
2159;The Da Vinci Code (Robert Langdon  #2);9780307277671;eng;2006-03-28;86;6746
2161;Perfume: The Story of a Murderer;9780307277763;eng;2001-02-13;2123;4298,6685
2162;The Sunset Limited;9780307278364;eng;2006-10-24;2113;1493
2163;Exile and the Kingdom;9780307278586;eng;2007-02-13;2113;133,1083,6558
2166;Trickster's Choice (Daughter of the Lioness  #1);9780307283795;eng;2005-12-13;1143;8776
2167;The Alchemist's Daughter;9780307335852;eng;2006-10-24;325;4802
2168;Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!;9780307336132;eng;2006-03-21;472;6939
2169;Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties;9780307337931;eng;2007-04-10;411;3066,5301,8790
2170;Sliver of Truth (Ridley Jones #2);9780307338464;eng;2007-01-02;1803;5307
2171;Encuentro en el Ártico (Artemis Fowl  #2);9780307343109;spa;2005-07-05;1289;300
2172;El cubo B (Artemis Fowl  #3);9780307343116;spa;2005-07-05;1289;299,2484
2174;Muerte Blanca;9780307343260;spa;2005-09-06;511;1453,6734
2175;La venganza de Opal (Artemis Fowl  #4);9780307344670;spa;2005-11-01;1650;299
2176;La mujer del viajero en el tiempo;9780307344830;spa;2005-12-06;1650;607,8087
2177;Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour;9780307345974;eng;2006-08-01;1973;826,5712
2178;Everyday Pasta;9780307346582;eng;2007-04-03;411;2994,8862
2179;World War Z: An Oral History of the Zombie War;9780307346605;eng;2006-09-12;471;5938
2180;Jurassic Park (Jurassic Park  #1);9780307348135;spa;2006-04-04;1555;6053
2181;Cujo;9780307348241;spa;2006-06-06;1556;8222
2182;La última oportunidad;9780307350053;spa;2006-04-04;1555;2484
2184;Los funerales de la Mamá Grande;9780307350329;spa;2006-02-07;1555;2798
2186;Relato de un náufrago;9780307350404;spa;2006-02-07;1555;2798
2188;El coronel no tiene quien le escriba;9780307350435;spa;2006-02-07;1550;2798
2189;Del amor y otros demonios;9780307350442;spa;2006-02-07;1555;2798
2190;Noticia de un secuestro;9780307350503;spa;2006-02-07;1555;2798
2191;Ojos de perro azul;9780307350510;spa;2006-02-07;1555;2798
2192;El retrato de Rose Madder;9780307376589;spa;2006-10-03;511;776,8222
2193;La Ciudad Perdida (NUMA Files  #5);9780307376640;spa;2006-11-07;511;1453,6734
2194;Dreams from My Father: A Story of Race and Inheritance;9780307383419;en-US;2007-01-09;471;636
2195;The Christmas Story;9780307989130;en-US;2000-08-01;777;2442,3848
2196;Becoming a Contagious Christian;9780310210085;eng;1996-04-20;2249;804,5720
2197;Gifted Hands: The Ben Carson Story;9780310214694;eng;1996-11-26;2249;719,1161
2198;Trial by Fire (Newpointe 911 #4);9780310217602;eng;2000-10-18;2249;8506
2199;A Is for Abductive : The Language of the Emerging Church;9780310243564;en-US;2002-12-24;2249;917,5203
2200;Breach of Promise;9780310243878;eng;2004-02-15;2249;3774
2201;Deadlock;9780310243885;eng;2002-10-06;2249;3774
2202;Ever After (Lost Love  #2);9780310247562;eng;2007-01-01;2249;4752
2203;Fanning the Flame: Bible  Cross  and Mission;9780310249870;eng;2003-06-17;2249;1281,1330,6719
2204;The Church on the Other Side: Doing Ministry in the Postmodern Matrix;9780310252191;eng;2003-01-09;2249;917
2205;The Church in Emerging Culture: Five Perspectives;9780310254874;eng;2003-10-19;2249;363,917,2569,2748,5203,6162
2206;Becoming a Contagious Christian Leader's Guide: Communicating Your Faith in a Style That Fits You;9780310257868;eng;2007-02-12;2249;5159,5720
2207;Purpose Driven Life - For Commuters: What on Earth Am I Here For?;9780310258971;eng;2005-03-15;2249;7382
2208;Grasping God's Word: A Hands-On Approach to Reading  Interpreting  and Applying the Bible;9780310259664;en-US;2005-08-02;2250;3533,3551
2209;Velvet Elvis: Repainting the Christian Faith;9780310263456;eng;2005-07-31;2250;7389
2210;A Search for What Makes Sense: Finding Faith;9780310272663;eng;2007-02-11;2250;917,8270
2211;The Complete Green Letters;9780310330516;en-US;1984-01-01;2249;6263
2212;Study Bible: NIV;9780310929550;eng;2002-10-01;2251;477
2213;How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling;9780312010447;eng;1987-12-15;1882;3755
2214;The Sun in the Morning: My Early Years in India and England;9780312049997;en-US;1990-09-01;1882;5469
2215;Not Since Carrie: Forty Years of Broadway Musical Flops;9780312082734;eng;1992-08-15;1878;4896
2216;James Herriot's Treasury for Children: Warm and Joyful Tales by the Author of All Creatures Great and Small;9780312085124;eng;1992-09-01;1882;3722,6819,7781
2217;Modern Classics of Science Fiction;9780312088477;eng;1993-01-15;1878;945,976,1483,1490,1570,2233,2264,2819,2878,3393,3594,3611,3785,4150,4352,4875,5018,5406,6173,6629,7059,7314,7656,7861,8561,8803,9054
2218;The Great Ape Project: Equality Beyond Humanity;9780312118181;en-US;1994-12-15;1878;6616,6913
2219;White Man's Grave;9780312132149;eng;1995-03-15;1536;7269
2220;Isak Dinesen: The Life of a Storyteller;9780312135256;en-US;1995-10-15;1534;4639
2221;Four Weddings and a Funeral;9780312143404;eng;1996-04-15;1878;7261
2222;Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add;9780312148232;eng;1996-09-15;1878;1209
2223;Behind the Scenes at the Museum;9780312150600;eng;1999-11-12;1536;4773
2224;The Everyday I Ching;9780312151225;eng;1997-01-15;1878;7902
2226;Kiss & Tell;9780312155612;eng;1997-05-15;1534;99
2227;Mary Queen of Scotland and The Isles;9780312155858;eng;1997-04-15;1878;5566
2228;The Communist Manifesto with Related Documents;9780312157111;en-US;1999-02-28;234;2770,4296,4770
2229;Through the Dark Labyrinth: A Biography of Lawrence Durrell;9780312172251;eng;1997-12-31;1882;3054
2230;I Capture the Castle;9780312181109;eng;1998-03-31;2228;2036
2231;Marilyn Manson;9780312181338;en-US;1998-04-15;1878;5005
2232;What Did the Constitution Mean to Early Americans? (Historians at Work);9780312182625;eng;1999-01-01;233;2271
2233;Human Croquet;9780312186883;eng;1999-11-12;1534;4773
2234;The Autobiography of Henry VIII: With Notes by His Fool  Will Somers;9780312194390;eng;1998-09-15;806;5566
2235;Bachelor Brothers' Bed & Breakfast Pillow Book;9780312194406;eng;1998-10-15;1878;816
2236;One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1);9780312199432;eng;1999-02-15;1878;4102
2237;Birds of America;9780312241223;eng;1999-09-23;1536;5362
2238;And the Band Played On: Politics  People  and the AIDS Epidemic;9780312241353;eng;2000-04-09;1904;7132,9058
2239;We Wish to Inform You That Tomorrow We Will Be Killed with Our Families;9780312243357;eng;1999-09-04;1536;6952
2240;Death in the Andamans;9780312252816;eng;2000-02-11;1267;5469
2241;The Ground Beneath Her Feet;9780312254995;eng;2000-03-16;1534;7836
2242;Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself;9780312257378;eng;2002-12-25;233;1874
2243;Death in Berlin;9780312263089;eng;2000-06-08;1267;5469
2244;Death in Kashmir;9780312263102;eng;2000-12-01;1885;5469
2245;Four Mothers;9780312263232;eng;2000-06-10;1534;1567,8060
2246;The Italian Girl (Ackroyd and Thackeray #5);9780312264895;eng;2000-05-12;1882;6649
2247;The Naked and the Dead;9780312265052;eng;2000-08-28;1534;6530
2248;Enchanted Evening;9780312265816;eng;2000-12-05;1882;5469
2249;The Illustrated Story Of O;9780312266059;eng;2001-09-20;1882;2118,6781
2250;Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam;9780312267179;en-US;2000-09-02;1536;362
2251;Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree);9780312273224;eng;2001-09-22;1267;79,5875
2252;Round Ireland with a Fridge;9780312274924;en-US;2001-03-07;1966;8742
2253;An Unfortunate Woman;9780312277109;eng;2001-07-10;1878;7249,8483
2254;Cities of the Red Night;9780312278465;en-GB;2001-05-04;1534;9108
2255;The Glass Bead Game;9780312278496;eng;2002-12-06;1534;1421,3323,7364,8563
2256;Emotionally Weird;9780312279998;eng;2001-07-06;1534;4773
2257;The Amazing Adventures of Kavalier & Clay;9780312282998;eng;2001-08-25;1536;6046
2258;A Writer's Workbook: Daily Exercises for the Writing Life;9780312286217;eng;2002-06-14;1878;1110,2387
2259;Waiting for My Cats to Die: A Memoir;9780312287443;eng;2002-01-17;1878;8135
2260;Serious Girls;9780312288013;eng;2004-12-01;1536;5948
2261;The Christmas Shoes (Christmas Hope #1);9780312289515;eng;2001-11-09;1882;2111
2262;If Chins Could Kill: Confessions of a B Movie Actor;9780312291457;eng;2002-08-24;1099;960
2263;The Final Season: Fathers  Sons  and One Last Season in a Classic American Ballpark;9780312291563;eng;2002-05-08;1878;8723
2264;Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools;9780312295431;eng;2005-10-14;1435;4128
2265;Banvard's Folly: Thirteen Tales of People Who Didn't Change the World;9780312300333;eng;2002-05-03;1534;6695
2266;The Last Jew;9780312300531;eng;2000-08-15;1878;5323,6276,6505
2267;Moloka'i (Moloka'i #1);9780312304355;eng;2004-10-04;1878;105
2268;How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript;9780312304461;eng;2004-02-12;1882;3755
2269;Jenny and the Jaws of Life: Short Stories;9780312306182;en-US;2002-09-14;1878;1857,4126
2270;Plum Lovin' (Stephanie Plum  #12.5);9780312306342;eng;2007-01-09;1882;3855
2271;McCarthy's Bar: A Journey of Discovery in Ireland;9780312311339;eng;2003-03-03;1878;6804
2272;The Pythons Autobiography by The Pythons;9780312311452;eng;2005-11-15;1878;852,2510,3072,4274,6147,8521,8524
2273;The Little Princesses;9780312312152;eng;2003-04-10;1882;3988,5652
2274;Hot Spot (Mark Manning Mystery  #6);9780312313647;eng;2003-06-04;1267;6052
2275;The New York Times Guide to Essential Knowledge;9780312313678;en-US;2004-11-05;1882;4284,8540
2276;Choke Point: A Brinker Mystery (Brinker P.I.);9780312315320;eng;2004-10-05;1879;3681
2277;Little Children;9780312315733;eng;2005-01-01;1878;8715
2278;The Gatekeeper: A Memoir;9780312316136;eng;2003-06-02;1878;8520
2279;Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the "Class";9780312317089;eng;2003-06-05;1882;3589,9129
2280;Birds of Prey (Courtney #9);9780312317119;eng;2003-05-16;1878;9005
2281;Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy;9780312319731;eng;2003-10-08;1878;5911
2282;Nobody Loves a Centurion (SPQR  #6);9780312320195;eng;2003-10-10;1878;4383
2285;P.S. Your Cat Is Dead;9780312321208;eng;2003-11-15;1878;3735
2286;Something Blue (Darcy & Rachel  #2);9780312323868;en-US;2006-03-21;806;2463
2287;The Bitten (Vampire Huntress  #4);9780312324087;en-US;2005-06-13;1878;5019
2288;Marching Powder: A True Story of Friendship  Cocaine  and South America's Strangest Jail;9780312330347;eng;2004-05-01;1878;7779,8613
2289;And Then There Were None;9780312330873;eng;2004-05-03;1882;3402
2290;Inside the Mind of Gideon Rayburn (Midvale Academy  #1);9780312333751;eng;2006-05-02;1878;7918
2291;Spider Mountain (Cam Richter  #2);9780312333799;eng;2006-12-26;1882;6590
2292;All Things Wise and Wonderful;9780312335281;eng;2004-11-01;1878;3722
2294;Kiss Me Like a Stranger: My Search for Love and Art;9780312337070;eng;2006-03-07;1878;2877
2295;Where the Mountain Casts Its Shadow: The Dark Side of Extreme Adventure;9780312339012;eng;2005-04-01;1878;5609,8600
2296;Superfolks;9780312339920;eng;2005-03-09;1878;3083,7409
2297;Be Happy or I'll Scream!: My Deranged Quest for the Perfect Husband  Family  and Life;9780312342340;en-US;2007-02-06;1878;8046
2298;Sideways;9780312342517;eng;2004-10-01;1878;7205
2299;On the Night You Were Born;9780312346065;en-US;2006-10-17;690;6373
2300;Baby Proof;9780312348649;eng;2006-06-13;1882;2463
2301;Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5);9780312349295;eng;2006-10-03;1882;5019,7700,8054,8400
2302;Twelve Sharp (Stephanie Plum  #12);9780312349486;eng;2006-06-20;1882;3855
2303;The Last Wife of Henry VIII;9780312352189;en-US;2006-10-03;1882;1111
2304;The Forsaken (Vampire Huntress  #7);9780312352356;eng;2006-06-27;1878;5019
2305;The Wicked (Vampire Huntress  #8);9780312352363;en-US;2000-09-05;1885;5019
2306;A Woman of Substance (Emma Harte Saga #1);9780312353261;eng;2005-12-01;806;670
2307;A Stolen Season (Alex McKnight  #7);9780312353605;eng;2006-09-05;1267;8277
2309;Dirty Little Secrets;9780312354077;eng;2006-05-30;1878;4600
2310;Think Like a Guy: How to Get a Guy by Thinking Like One;9780312354374;en-US;2006-06-27;1878;3025
2311;The Ravenscar Dynasty (Ravenscar  #1);9780312354602;en-US;2006-12-26;1882;670
2312;The Devil in the Junior League;9780312354954;eng;2006-08-22;1882;5265
2314;The Mystery Method: How to Get Beautiful Women Into Bed;9780312360115;en-US;2007-02-06;1882;6334,6416
2315;Marked (House of Night  #1);9780312360269;eng;2007-05-01;1882;4995,6580
2316;Let's Go Australia on a Budget;9780312360863;en-US;2006-11-28;1127;5232
2317;The Paris Review Interviews  I: 16 Celebrated Interviews;9780312361754;eng;2006-10-17;1536;829,2129,2379,2555,3599,3748,4137,4540,5007,6952,7171,7333,7410,7485,7932,8458,8542,8784
2318;Joe College;9780312361785;eng;2006-10-01;1878;8715
2319;More Plums in One (Stephanie Plum  #4-6);9780312362966;en-US;2007-04-03;1882;3855
2320;James Herriot's Dog Stories;9780312364526;eng;2006-11-14;1878;3722,8850
2321;Beatrix Potter: A Life in Nature;9780312369347;eng;2007-01-09;1882;5275
2322;Rereading America: Cultural Contexts for Critical Thinking and Writing;9780312405540;eng;2004-01-21;233;869,2837
2323;The Turn of the Screw;9780312406912;eng;2003-11-06;233;3296,6845
2325;Haussmann  or the Distinction;9780312420925;eng;2002-10-02;1534;6739
2326;The Journey to the East;9780312421687;eng;2003-02-01;1534;3323,3344
2327;Complications: A Surgeon's Notes on an Imperfect Science;9780312421700;eng;2003-04-01;1536;603,8410
2328;A Yellow Raft in Blue Water;9780312421854;en-US;2003-03-05;1536;6065
2329;This Side of Brightness;9780312421977;eng;2003-01-01;1534;1478
2330;What Was She Thinking? [Notes on a Scandal];9780312421991;eng;2004-06-01;1534;9194
2332;The Interpreter;9780312422240;eng;2004-01-01;1884;8358
2333;Beneath the Wheel;9780312422301;eng;2003-07-01;1534;3323,6067
2334;Hand to Mouth: A Chronicle of Early Failure;9780312422325;eng;2003-08-01;1534;6701
2335;A Feather on the Breath of God;9780312422738;eng;2005-12-27;1534;8084
2336;Galatea 2.2;9780312423131;eng;2004-01-01;1534;7331
2337;Mason & Dixon;9780312423209;eng;2004-01-03;1536;947,1349,8618
2338;The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time;9780312423377;eng;2004-04-01;1534;8103
2339;Primo Levi: A Life;9780312423674;eng;2004-12-01;1534;3456
2340;Ultimate Punishment;9780312423735;eng;2004-08-01;1885;7959
2342;A Home at the End of the World;9780312424084;eng;2004-07-01;1534;6055
2343;Housekeeping;9780312424091;eng;2004-11-01;1536;5645
2344;I am Charlotte Simmons;9780312424442;eng;2005-08-30;1536;8727
2345;Small Island;9780312424671;eng;2005-04-01;1536;318
2346;Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists;9780312424688;eng;2005-03-01;1534;6701
2347;Saints at the River;9780312424916;eng;2005-07-01;1536;7682
2348;Balkan Ghosts: A Journey Through History;9780312424930;eng;2005-05-01;1534;7457
2349;Specimen Days;9780312425029;eng;2006-04-18;1536;6055
2350;Chemistry and Other Stories;9780312425081;eng;2000-09-05;1885;7682
2351;GraceLand;9780312425289;en-US;2005-01-26;1534;1285
2352;Vita;9780312425869;eng;2006-09-19;1885;5973,8886
2353;The Last of Her Kind;9780312425944;eng;2006-12-12;1536;8084
2354;The Argumentative Indian: Writings on Indian History  Culture and Identity;9780312426026;eng;2006-09-05;1534;272
2355;Night Draws Near: Iraq's People in the Shadow of America's War;9780312426033;eng;2000-09-05;1882;516
2356;A Woman in Berlin: Eight Weeks in the Conquered City: A Diary;9780312426118;eng;2006-07-11;1534;477,3184,6943
2357;Pardonable Lies (Maisie Dobbs  #3);9780312426217;eng;2006-06-27;1536;3632
2358;The Brooklyn Follies;9780312426231;eng;2006-10-17;1534;6701
2360;Limitations (Kindle County Legal Thriller #7);9780312426453;eng;2006-11-14;1534;7959
2361;The World Made Straight;9780312426606;eng;2007-03-20;1536;7682
2363;The Price of the Ticket: Collected Nonfiction  1948-1985;9780312643065;eng;1985-09-15;1882;3669
2364;Alvin Journeyman (Tales of Alvin Maker  #4);9780312850531;en-US;2005-12-01;2000;6560
2365;The Humanoids (Humanoids #1);9780312852535;eng;1996-01-15;1401;3613
2366;The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love;9780312853020;eng;1997-04-15;1401;3611
2367;Shame of Man (Geodyssey  #2);9780312858117;eng;1994-10-01;2000;7004
2368;The Memory of Whiteness: A Scientific Romance;9780312861438;en-US;1996-01-15;1401;4959
2369;Xenocide (Ender's Saga  #3);9780312861872;eng;1996-07-15;2000;6560,7010
2370;The Dark Descent;9780312862176;eng;1997-01-15;2000;1452,1763,4277,4603,7137,8064,8222
2371;Ports of Call;9780312864743;eng;1999-01-15;2000;3611
2372;The Demon Princes  Volume Two: The Face  The Book of Dreams;9780312865764;eng;1997-08-15;2000;3611
2373;Ghosts and Grisly Things;9780312867577;en-US;2001-10-11;2000;1959,3594,7120
2374;The SFWA Grand Masters 3;9780312868772;eng;2001-06-23;2000;9,1570,2762,3611,5230
2375;Jack of Kinrowan: Jack the Giant-Killer / Drink Down the Moon;9780312869595;eng;2000-09-05;1884;1197
2376;Lurulu;9780312872793;en-US;2007-02-06;2000;3611
2377;The Land of Laughs;9780312873110;eng;2001-02-10;1401;4500
2378;Bones of the Moon (Answered Prayers  #1);9780312873127;eng;2002-05-03;1401;4500
2379;The Fantasies of Robert A. Heinlein;9780312875572;en-US;2002-05-17;2000;7416
